URL,Type,Status,Priority,Resolution,Affects Version/s,Fix Version/s,Component/s,Estimated Complexity,Assignee,Reporter,Created,Updated,Description,Comments
https://issues.apache.org/jira/browse/CAMEL-19735,Task,Open,Major,Unresolved,None,4.x,tests,Unknown,Unassigned,Otavio Rodolfo Piske,10/Aug/23 16:13,14/Aug/23 08:18,"Reasons for test slowness: direct component blocking to wait for a consumer to be ready excessive resource usage (specially IO). Some heavy weight components: (aws ones, infinispan, Kafka, xmpp (why ???), spring batch, couchbase [ currently disabled]). Not all are problematic. Thread.sleep (already mapped on lots of separated items) Unnecessarily restarting the test infra See the attached CSV file for a report with the duration of each test.","Otavio Rodolfo Piske: Otavio Rodolfo Piske added a comment - 10/Aug/23 16:14 Added a few related tickets. | Claus Ibsen: Claus Ibsen added a comment - 10/Aug/23 17:04 A test that is just a bit more than 30 sec is a candidate for a direct block issue | Claus Ibsen: Claus Ibsen added a comment - 11/Aug/23 07:12 Tests using spring xml files with <camelContext> can turn off JMX to run a bit faster <jmxAgent id=""jmx"" disabled=""true""/> | Claus Ibsen: Claus Ibsen added a comment - 11/Aug/23 12:45 A lot of work would be to make camel-sjms parallel like camel-jms, but this requires to change all unit tests to use their own queue names (test class name usually) | Otavio Rodolfo Piske: Otavio Rodolfo Piske added a comment - 11/Aug/23 13:15 davsclaus I'll take care of camel-sjms. | Otavio Rodolfo Piske: Otavio Rodolfo Piske added a comment - 14/Aug/23 08:18 Added separate ticket for sjms tests."
https://issues.apache.org/jira/browse/CAMEL-9324,Improvement,Open,Major,Unresolved,None,4.x,"camel-core,(1)camel-ftp",Unknown,Unassigned,Claus Ibsen,14/Nov/15 10:42,09/Aug/23 09:27,"See nabble http://camel.465427.n5.nabble.com/sftp-endpoint-is-not-as-performant-as-expected-tp5773654p5773879.html Yeah the current changed read-lock afair don't keep state between polls. So we could look into one that does that, and do a full scan of all the files, and then do a change detect on all files all together and make up which ones hasn't changed. And that way can react faster than currently. Now that may require doing more file directory listings to gather all those files and their timestamps / size to see which one has changed, instead of monitoring a single file one by one. Also it may mean that files can be processed out of order, if a file sort isn't must be strictly followed.",Claus Ibsen: Claus Ibsen added a comment - 02/Jan/20 08:53 See also SO https://stackoverflow.com/questions/53780257/how-can-we-combine-readlockcheckinterval-and-maxmessagesperpoll-in-camel-file-co?noredirect=1#comment105287183_53780257
https://issues.apache.org/jira/browse/CAMEL-11114,New Feature,Open,Major,Unresolved,None,Future,"camel-core,eip",Unknown,Unassigned,Nicola Ferraro,05/Apr/17 14:31,09/Aug/23 09:27,"We should evaluate adding a new ""cache"" dsl that can be used with all cache components in Camel. A default implementation may use also caffeine, included in camel-core. A possible usage example may be: from( ""xxx"" ) .cache().on( ""${header.yyy}"" ).ttl(600000) // caches the body .to( ""http4: //a-service-that-makes-me-pay- for -each-request.com/api/expensive-endpoint"" ) .transform().zzz() .to( ""http4: //or-a-service-that-i-can-call-few-times-a-day.com/api/limited-endpoint"" ) .unmarshal() .endCache() It should be also useful to protect internal services when using Camel e.g. as a api-gateway (almost what hystrix does in case of failure of the target host).","Dmitry Volodin: Dmitry Volodin added a comment - 05/Apr/17 15:21 Nicola, this a good idea and desirable feature, please also add method which could invalidate cache by key. For example, we can catch event from foreign system that the data has changed and clear (invalidate) cache for the data and systems consistency. | Claus Ibsen: Claus Ibsen added a comment - 08/Sep/17 11:07 I suggest to move this to 2.21 release"
https://issues.apache.org/jira/browse/CAMEL-11132,New Feature,Open,Major,Unresolved,None,4.x,camel-core,Unknown,Tomohisa Igarashi,Tomohisa Igarashi,10/Apr/17 14:11,09/Aug/23 09:27,"CAMEL-10447 has introduced InputType/OutputType declaration and declarative Transformer/Validator based on those types declared on a route. Next step is to provide type metadata for each Components/DataFormats: Let components/DataFormats provide metadata about what data types are supported so that app developer can see Narrow down the possible data types (i.e. exclude unsupported types) and transformers when writing a route in IDE, allow IDE to show those candidates as a hint so that app developer can choose from. Also maven plugin could leverage those metadata Provide such facility from camel side so that the maven plugin and/or IDE can leverage it Annotation would be an option, but it only provides static types. For example xslt component only consumes/produces XML so ""XML"" could be provided via annotation. But dozer component consumes/produces arbitrary data formats and the actual type to be used is determined via configuration, so it cannot be provided via annotation. It would need a common way to calculate possible input types and output types on a component/endpoint and dataformat from its configuration. Sometimes even body of the input message would affect the possible output types. To visualize this we'll need some kind of simulation with a test message.","Dhiraj Sureshkumar Bokde: Dhiraj Sureshkumar Bokde added a comment - 28/Jun/17 19:14 Will this support dynamic discovery of types at runtime? Salesforce allows users to define custom relational tables, which means that objects supported by the component are dependent on user's salesforce instance. Even Salesforce defined default objects can be customized to add user defined fields. There can even be differences in schema depending on the underlying Salesforce version. So runtime discovery of schema is critical for Salesforce. At present this is supported using a camel-salesforce-maven-plugin which generates POJO classes from Salesforce schema. There are open issues for adding support for generating json schema and handling simple json strings as input/output fields. | Claus Ibsen: Claus Ibsen added a comment - 29/Jun/17 10:14 No this ticket is not about dynamic types. At first its about static types that a component can offer."
https://issues.apache.org/jira/browse/CAMEL-15966,New Feature,Open,Major,Unresolved,None,Future,None,Unknown,Zheng Feng,Luca Burgazzoli,18/Dec/20 09:03,09/Aug/23 09:22,,"Zheng Feng: Zheng Feng added a comment - 25/Feb/21 15:57 lt looks like the snowflake supports jdbc connection https://docs.snowflake.com/en/user-guide/jdbc.html So it could be inherit from camel-jdbc | Luca Burgazzoli: Luca Burgazzoli added a comment - 25/Feb/21 16:00 zhfeng would you like to work on this component ? | Zheng Feng: Zheng Feng added a comment - 02/Mar/21 15:19 lb sure, I assign to myself and will take a look this week. | Fernando Avalos: Fernando Avalos added a comment - 04/Mar/21 20:17 Hi lb zhfeng , Been thinking about this for sometime and my understanding is that the java Ingestor is the preferred tool for continuous data processing( snowflake-ingest-java). It uses jdbc in someway(I did not go to the details), should we explore that alternative? Or do you want to have the JDBC connector because most of the people knows JDBC? Let me know if I can help, | Zheng Feng: Zheng Feng added a comment - 08/Mar/21 16:32 Thanks favalos and I just check this tool. It uses jdbc to put the file data into the snowflake pipe stage and then check the ingest status or history by using the SimpleIngestManager."
https://issues.apache.org/jira/browse/CAMEL-16290,New Feature,Open,Major,Unresolved,None,4.x,camel-main,Unknown,Unassigned,Claus Ibsen,02/Mar/21 17:01,09/Aug/23 09:21,"When using camel-main as standalone then we only have support for loading .properties file for configuration. Some users are on the yaml wagon, so we could consider adding a new camel-main-yaml module that adds support for loading configuration from yaml and comes out of the box with the yaml dsl too. We can then make some kind of Main class for yaml that can startup Camel and load application.yaml as configuration and load routes .yaml files as routes. Then you can run Camel standalone in this yaml world. And then this can be a way for also running Kamelets standalone by having camel-kamelet included and being able to load kamelets yaml spec files. Yes they are intended for k8s but it may be okay to try to develop and play with kamelets without an entire k8s platform.",
https://issues.apache.org/jira/browse/CAMEL-17855,Test,Open,Major,Unresolved,None,4.x,tests,Moderate,Unassigned,Otavio Rodolfo Piske,25/Mar/22 11:16,09/Aug/23 09:20,Implement the same changes on https://github.com/apache/camel/pull/7254 to the other test infra services.,"Claus Ibsen: Claus Ibsen added a comment - 09/Aug/23 09:11 We are focusing effort on 4.x onwards so we should IMHO schedule this for 4.x and not 3.x | Otavio Rodolfo Piske: Otavio Rodolfo Piske added a comment - 09/Aug/23 09:20 Yeah, this is an older ticket. I think what's missing is a review of the services that we can migrate and then include them here. Let me adjust this ticket a bit."
https://issues.apache.org/jira/browse/CAMEL-16751,New Feature,Open,Major,Unresolved,None,4.x,camel-core,Unknown,Unassigned,Claus Ibsen,23/Jun/21 14:38,09/Aug/23 09:19,"Some messaging components like JMS, RabbitMQ, Kafka etc can benefit from a transactional batch API so we can group together X messages into a single outgoing message from the consumer. Something like the old SJMS Batch but more general and reusable for more components.",
https://issues.apache.org/jira/browse/CAMEL-16791,Improvement,Open,Major,Unresolved,3.11.0,4.x,came-core,Unknown,Claus Ibsen,Jeremy Ross,07/Jul/21 15:11,09/Aug/23 09:19,"Perhaps should default to 1, or make it easily globally configured.","Claus Ibsen: Claus Ibsen added a comment - 28/Jul/21 06:53 Jeremy can you point to your zulip chat where you talked about this, and post the link in this JIRA, we need to be able to track this. | Jeremy Ross: Jeremy Ross added a comment - 18/Aug/21 19:16 davsclaus sorry just noticed this. Zuplip thread: https://camel.zulipchat.com/#narrow/stream/257298-camel/topic/Aggregate.20worker.20pool.20changes.20in.203.2E11 | Jeremy Ross: Jeremy Ross added a comment - 20/Oct/21 17:34 davsclaus can we get this back ported to 3.11.x? | Karen Lease: Karen Lease added a comment - 05/Jan/22 18:16 I had a look at this, using the test AggregateConcurrentPerCorrelationKeyTest as a basis. In the current 3.15-SNAPSHOT, I don't find any behavior like jeremyross described: I'm seeing behavior in which the aggregate appears to be absorbing around 1,000 exchanges before letting them go. Does this pool have a queue, perhaps of size 1,000? Or is something else causing this? The thread pool and its queue don't actually play a role in deciding how many exchanges to aggregate; only the completed exchange for each aggregate is queued via the thread pool for further processing, and this doesn't appear to be significantly different in 3.11.0 and 3.15. At least in the test case, the thread pool runs the completed aggregate tasks immediately if the worker thread is not busy or queues them until the worker thread is available. If I modify the test to specify a thread pool with a queue size of 1 and the CallerRunsPolicy, I notice that a significant number of the completed aggregates are in fact processed in the calling thread and not in the thread pool, since this test generates events quickly. So I think using a default queue of 1 is not a good idea. | Jeremy Ross: Jeremy Ross added a comment - 05/Jan/22 19:23 The behavior I was seeing was the aggregator holding 1000 aggregated exchanges prior to releasing them. I suppose this could have just been an artifact of thread scheduling, but regardless, it resulted in drastically different behavior than < 3.11. | Karen Lease: Karen Lease added a comment - 11/Jan/22 22:11 The only scenario I can imagine which would fill the queue with the aggregated exchanges is that when one of them is processed it takes a long time to run (or is much slower than the process generating the aggregates), so that the worker thread remains busy and any new arrivals are queued. Does that sound possible in your use case? | Jeremy Ross: Jeremy Ross added a comment - 11/Jan/22 22:13 klease78 Yes. Inbound to the aggregator is reading off disk. Out of the aggregator are remote API calls. | Karen Lease: Karen Lease added a comment - 12/Jan/22 16:34 jeremyross I guess that could cause such behavior. Then what I'd expect is if the inbound is running in a single thread, that thread would also be used to execute the outbound API call so it would basically slow down the processing to match what the remote can handle. So for example, you might see one aggregate being completed by the Aggregator thread but following ones being completed by the thread sending events to the aggregator (pool-3-thread3 in the test case log below.) [Camel (camel-1) thread #1 - Aggregator] TRACE AggregateProcessor - Aggregated exchange onComplete: Exchange[DEB82B7F5DE944A-00000000000000D7] [pool-3-thread-3 ] TRACE AggregateProcessor - Aggregated exchange onComplete: Exchange[DEB82B7F5DE944A-00000000000000D9] Unless your inbound side is already multi-threaded, maybe it would be interesting to use an aggregator thread pool with more threads. | Jeremy Ross: Jeremy Ross added a comment - 12/Jan/22 16:51 klease78 Inbound is single threaded, and I've got the aggregator using a pool with a single thread. Really the issue was the aggregator now has a default queue size of 1000, which filled up instantaneously. The problem that creates for me is it makes tracing and debugging more difficult."
https://issues.apache.org/jira/browse/CAMEL-16809,Improvement,Open,Major,Unresolved,None,4.x,camel-aws2,Unknown,Andrea Cosentino,Andrea Cosentino,16/Jul/21 13:00,09/Aug/23 09:19,https://github.com/aws/aws-sdk-java-v2/issues/1703 We could try to apply ACL in the way describe in this issue with a couple of headers. We can do this on multipart and put object operations for beginnig. This is related to CAMEL-16806,
https://issues.apache.org/jira/browse/CAMEL-16861,Task,Open,Major,Unresolved,None,Future,documentation,Unknown,Claus Ibsen,Claus Ibsen,11/Aug/21 06:02,09/Aug/23 09:18,"The documentation needs some polishing and cleanup, and to remove obsolete pages etc.","Claus Ibsen: Claus Ibsen added a comment - 16/Aug/21 14:28 - edited TODO: cleanup general docs DONE TODO: cleanup eip docs DONE TODO: cleanup languages DONE TODO: cleanup core languages DONE TODO: cleanup FAQ TODO: remove more FAQs that are out-dated or out of fashion, and move content to relevant general doc page instead TODO: async DONE TODO: asynchronous-routing-engine DONE TODO: spring-testing DONE TODO: testing DONE TODO: threading-model DONE TODO: using property placeholders DONE | Claus Ibsen: Claus Ibsen added a comment - 16/Aug/21 15:08 - edited TODO: move osgi docs to camel-karaf DONE | Claus Ibsen: Claus Ibsen added a comment - 18/Aug/21 11:58 - edited TODO: move dozer type converter to dozer-component DONE | Claus Ibsen: Claus Ibsen added a comment - 19/Aug/21 12:07 TODO: reactive-routing-engine | Claus Ibsen: Claus Ibsen added a comment - 21/Aug/21 11:20 TODO: Restructure document nav into a TOC with relevant topics | Claus Ibsen: Claus Ibsen added a comment - 23/Aug/21 07:22 - edited TODO: advanced-configuring-of-spring rename to a better name (and make general as camel-main does this convention over configuration thingy) DONE TODO: NotifyBuilder DONE TODO: AdviceWith DONE | Claus Ibsen: Claus Ibsen added a comment - 25/Aug/21 11:01 - edited TODO: each of the camel-test JARs and their docs (the camel-test-spring is very outdated) DONE TODO: test camel on spring boot DONE | Claus Ibsen: Claus Ibsen added a comment - 16/Sep/21 09:04 - edited TODO: eip cleanup A-R DONE TODO: eip cleanup U-W DONE | Claus Ibsen: Claus Ibsen added a comment - 19/Oct/21 18:27 - edited TODO: eip split DONE TODO: eip threads DONE TODO: eip to DONE TODO: eip toD DONE TODO: eip transactional client DONE | Claus Ibsen: Claus Ibsen added a comment - 19/Oct/21 18:28 TODO: There may be two different pages that covers camel on spring-boot | Claus Ibsen: Claus Ibsen added a comment - 03/Nov/21 08:10 TODO: create page for camel concepts and move stuff from camelcontext.adoc there | Claus Ibsen: Claus Ibsen added a comment - 03/Nov/21 08:10 - edited TODO: user guide cleanup 2nd pass TODO: 2nd pass a..d DONE TODO: currently at error-handler | Claus Ibsen: Claus Ibsen added a comment - 03/Nov/21 08:41 TODO: Rename Endpoint-dsl to endpoint-dsl"
https://issues.apache.org/jira/browse/CAMEL-16956,Improvement,Open,Major,Unresolved,None,4.x,camel-aws,Unknown,Andrea Cosentino,Andrea Cosentino,14/Sep/21 11:41,09/Aug/23 09:18,"At the moment the concurrent consumers value is set on the consumer scheduler. We need to do something like we are doing in camel-nats, where we define a poolSize for the executor Services and spin up concurrent consumers based on this value and an executor service.","Ben Maes: Ben Maes added a comment - 14/Sep/21 12:37 Current workaround I used to fix this: from(aws2Sqs( ""input.fifo"" )) .to(seda( ""test"" ).blockWhenFull( true )); from(seda( ""test"" ).size(1).concurrentConsumers(5)) to( ""slow"" ); | Andrea Cosentino: Andrea Cosentino added a comment - 17/Sep/21 16:18 Probably it makes sense to have a second type of consumer and leaving the batch one, which makes still sense. | Simon Rasmussen: Simon Rasmussen added a comment - 15/Jan/23 13:37 Another solution which only uses a single route: from(aws2Sqs( ""input.fifo"" )).threads(1,5,200).to( ""slow"" ); This achieves same as above workaround. This can be used together with extendMessageVisibility and maxMessagesPerPoll to increase throughput. The consumer will immediately forward the message(s) to the threads EIP and begin the next poll."
https://issues.apache.org/jira/browse/CAMEL-17193,Task,Open,Major,Unresolved,None,Future,"build system,(1)documentation",Unknown,Unassigned,Claus Ibsen,13/Nov/21 12:54,09/Aug/23 09:17,"Spring Boot has special section added to the camel core projects component docs. The other sub projects does not. We should move this to its own camel spring boot docs, like we do for camel-quarkus https://camel.apache.org/camel-quarkus/next/reference/extensions/asterisk.html Then we can have generated something similar as above that has this spring boot auto configuration table. And any custom spring boot doc for this particular component. This makes the core documentation vanilla.",
https://issues.apache.org/jira/browse/CAMEL-17339,Improvement,Open,Major,Unresolved,None,4.x,tooling,Unknown,Andrea Cosentino,Andrea Cosentino,15/Dec/21 12:07,09/Aug/23 09:16,"Let's try to avoid this, it's better to have a comma separated string for Kamelets purpose, but also because it is much more cleaner in terms of reifiers.",Andrea Cosentino: Andrea Cosentino added a comment - 15/Dec/21 12:38 Azure-CosmosDB Done.
https://issues.apache.org/jira/browse/CAMEL-17530,New Feature,Open,Major,Unresolved,3.14.0,4.x,"camel-azure,(1)camel-spring-boot",Unknown,Unassigned,Reneesh,21/Jan/22 10:26,09/Aug/23 09:14,"Problem: While accessing files from Azure blob in a concurrent executions environment, there is no way in which the file can be locked or leased by the application using Camel URI options or configurations, this results in executing the same file by different process if its available and cause exception while performing file processing and ended up in error. Solution: Azure API supports a Lease Blob operation, which can be used to lease a file for some duration while processing a file and later lease can be released upon completing the file processing. It will help in preventing the file being accessed by different process. Reference : https://docs.microsoft.com/en-us/rest/api/storageservices/lease-blob It would be great if we can improve the camel azure storage component with this feature for upcoming releases or versions.",
https://issues.apache.org/jira/browse/CAMEL-17539,Task,Open,Major,Unresolved,None,Future,build system,Unknown,Unassigned,Claus Ibsen,23/Jan/22 11:17,09/Aug/23 09:13,"They are currently in the dsl folder. Lets moved them to their own jbang folder, and build it after dsl.",
https://issues.apache.org/jira/browse/CAMEL-17653,New Feature,Open,Major,Unresolved,None,Future,camel-core,Unknown,Unassigned,Claus Ibsen,16/Feb/22 09:34,09/Aug/23 09:12,"Today the supervise route controller is only active during startup to ""fix"" the problem with starting up routes and to retry starting routes if they failed during startup. When all is started then the supervised route controller will terminate itself. The controller should play a bigger role by act as single gateway into the health check, management, and monitoring of the routes so it should keep monitoring the routes act as health check facade for all the routes have configurable strategies for users to specify criteria's for when a route is UP or DOWN (eg DOWN after 5 consecutive errors, and so on) be able to stop routes in case they start to fail be able to start routes again after X period to see if they can become succesfull again and so on...",
https://issues.apache.org/jira/browse/CAMEL-17671,New Feature,Open,Major,Unresolved,None,4.x,camel-azure,Unknown,Unassigned,Tom Cassimon,17/Feb/22 13:46,09/Aug/23 09:12,"I would like to see the feature of transactions in the azure servicebus when using queues. The use case I would like to have is that when a message is processed in a route with an azure servicebus consumer and an error occurs during processing, that the message is not aknowledged to the azure servicebus broker, resulting in the message to re-appear on the queue and can be processed by the same or another listener instance on the queue. If i scroll to the configuration in Azure of the service bus I see a max delivery count setting, so i presume the feature is possible in the service bus component but not used in the camel service bus component. An simple example of a route that should not aknowledge the message on the ServiceBus component, and should lead to the message to re-appear on the queue for a redelivery attempt. from( ""azure-servicebus: //<redacted>"" ) .autoStartup( true ) .transacted() .throwException( new RuntimeException()) .end();","Claus Ibsen: Claus Ibsen added a comment - 17/Feb/22 14:06 Tom, can you add that example from the chat with JMS that better explain what you wanted, about redelivery and dequeue the same message again from the broker if faiing. | Tom Cassimon: Tom Cassimon added a comment - 18/Feb/22 08:48 It looks like the component could support transactionality, while debugging the code and looking for the best solution I noticed if i kill my test jvm the message stays on the queue in azure. I took a brief look at the azure component code but didn't directly found a pointer of where the transactionality could or should be implemented. | MattV: MattV added a comment - 11/Mar/22 22:43 I'd also like to see this. Taking a look in the code a bit, it looks like the camel component is not properly calling the ""ServiceBusReceiverAsyncClient.abandon"" when there is an exception on the route. The ""complete"" method is always getting called, causing the client to remove the message from the queue in peek lock mode. | Claus Ibsen: Claus Ibsen added a comment - 12/Mar/22 07:40 Matt, you are welcome to work on a potential implementation of this. The consumer on completion currently only logs the exception. You can check if the exchange is transacted and then do the abandon instead. | MattV: MattV added a comment - 12/Mar/22 15:15 - edited i had started to take a look at how to do it, it's been slow as I'm not that familiar with reactive programming. It's worth noting though, in the documentation it states that the default behavior is exactly what is expected here but not happening: Azure ServiceBus :: Apache Camel ""By default, a successfully processed message is {completed}. If an error happens when the message is processed, it is {abandoned}"" | MattV: MattV added a comment - 15/Mar/22 15:24 looked some more into this, looks like its an issue with the azure library. the autoComplete option is being deprecated so it looks like itll be up to the component to implement this complete/abandon pattern."
https://issues.apache.org/jira/browse/CAMEL-17716,Improvement,Open,Major,Unresolved,None,Future,camel-core,Unknown,Unassigned,Claus Ibsen,27/Feb/22 16:03,09/Aug/23 09:12,"We should keep camel-core-model for the generic DSL, and then move those that are for legacy XML to camel-core-xml only - this is for spring xml and blueprint xml.",
https://issues.apache.org/jira/browse/CAMEL-17775,New Feature,Open,Major,Unresolved,None,4.x,None,Unknown,Andrea Cosentino,Claus Ibsen,10/Mar/22 15:03,09/Aug/23 09:12,"Like we did for camel-kafka, where we have a readiness health check that tracks if there is a live connection to kafka or not, and can then mark whether we are ready or not. Other components can benefit from similar idea.",
https://issues.apache.org/jira/browse/CAMEL-18096,Improvement,Open,Major,Unresolved,None,4.x,camel-kafka,Unknown,Zheng Feng,Zheng Feng,11/May/22 02:40,09/Aug/23 09:10,Currently it needs to use addtional-properties to enable kafka transaction. It would be good if we could make configuring the TX options as new endpoint options so its easier and more tooling friendly. Additional properties is only intended for special and rare use-cases. transactionalId -> addtional-properties [transactional.id] idempotence -> additional-properties [enable.idempotence] retries -> additional-properties [retries],"Claus Ibsen: Claus Ibsen added a comment - 11/May/22 04:25 Would you use transaction with idempotence=false ? I just wonder if that option could automatic just be set if you have transaction enabled. Also how unique should the transaction id be? Does it make sense to have a way for Camel to auto generate an unique id? | Zheng Feng: Zheng Feng added a comment - 11/May/22 07:02 No, I think idempotence=true and retries are mandatory. In term of transaction id, I need to check with the kafka document."
https://issues.apache.org/jira/browse/CAMEL-18114,New Feature,Open,Major,Unresolved,None,4.x,camel-aws,Unknown,Unassigned,Claus Ibsen,16/May/22 09:35,09/Aug/23 09:09,"Whenb you have a lot of dynamic SQS queue names, or S3 bucket names etc. There are likely room for improvements so we can make camel-aws support a special header with a override queue / bucket name, then you can use that for dynamic but reuse same endpoint / client that keeps resource low and then we can add send-dynamic support as well, (camel internal lingo, for a component that is specially optimized for toD) the messaging components jms / kafka have that and also http",
https://issues.apache.org/jira/browse/CAMEL-18265,Task,Open,Major,Unresolved,None,4.x,None,Unknown,Andrea Cosentino,Andrea Cosentino,11/Jul/22 16:59,09/Aug/23 09:07,,
https://issues.apache.org/jira/browse/CAMEL-18356,Improvement,Open,Major,Unresolved,None,4.x,camel-resume-api,Unknown,Unassigned,Otavio Rodolfo Piske,05/Aug/22 10:46,09/Aug/23 09:05,We should only have one resume strategy in the Kafka component. It makes everything simpler.,
https://issues.apache.org/jira/browse/CAMEL-18474,Improvement,Open,Major,Unresolved,None,Future,documentation,Unknown,Unassigned,Claus Ibsen,07/Sep/22 07:46,09/Aug/23 09:05,"See CAMEL-18240 We can do method signatures to show with each parameter in a new line, or how a code editor would format the code only show alias table if there are alias sort the parameters table according to index in the method signature (instead of a..z)",
https://issues.apache.org/jira/browse/CAMEL-18498,New Feature,Open,Major,Unresolved,None,4.x,None,Unknown,Andrea Cosentino,Andrea Cosentino,12/Sep/22 09:50,09/Aug/23 09:05,,
https://issues.apache.org/jira/browse/CAMEL-19685,Improvement,Open,Major,Unresolved,None,Future,None,Unknown,Unassigned,Claus Ibsen,31/Jul/23 07:34,01/Aug/23 13:56,All the various AWS components uses AWSClient and they dont offer resilience and fault tolereance OOTB. So you need to deal with this yourself. We can use connection pool that has logic to create / re-create and destroy and make this more general for all the AWS components.,
https://issues.apache.org/jira/browse/CAMEL-19680,Task,Open,Major,Unresolved,None,None,tests,Unknown,Unassigned,Otavio Rodolfo Piske,29/Jul/23 07:09,29/Jul/23 07:56,"Review tests currently disabled (+ than 50). These components seem to have a large number of disabled tests: camel-zendesk : auto-generated test (OK) camel-twillio : auto-generated test (OK) camel-joor : done (also: CAMEL-19681 ) camel-box : semi-automated tests camel-braintree : semi-automated tests camel-web3j : semi automated tests. camel-fhir : flaky tests (OK) These are probably OK, but they may be missing the disabled reason or are auto-generated tests or require external system access (i.e.: semi-automated tests).",
https://issues.apache.org/jira/browse/CAMEL-19674,Improvement,Open,Major,Unresolved,None,None,camel-aws,Unknown,Unassigned,Claus Ibsen,28/Jul/23 09:02,28/Jul/23 09:02,,
https://issues.apache.org/jira/browse/CAMEL-19582,Improvement,Open,Major,Unresolved,4.0-M3,None,camel-aws2,Unknown,Unassigned,Hamed Hatami,05/Jul/23 20:54,27/Jul/23 17:52,"In ""aws2-kinesis"" component , there's no retry mechanism (resiliency is not considered) just in case there's any connectivity outage, therefore if Kinesis goes off , Kinesis Client won't get back to work anymore.","Andrea Cosentino: Andrea Cosentino added a comment - 06/Jul/23 09:44 > This has to be fixed ASAP Open source communities don't work in this way. ""Has to be fixed"" is not acceptable. Out there, there are plenty of enterprise solutions based on Camel, you can buy support and open issue saying ""This has to be fixed, because I pay"", here, your issue is like any other issue. | Hamed Hatami: Hamed Hatami added a comment - 06/Jul/23 10:28 It looks as if I put it differently then I'll change it accordingly | Claus Ibsen: Claus Ibsen added a comment - 26/Jul/23 08:30 You can have health checks that can report it as DOWN and your platform can then restart the container | Hamed Hatami: Hamed Hatami added a comment - 26/Jul/23 10:37 - edited davsclaus I'm not sure if that's a good way to fulfill this requirement cause the health checks always are used from higher layer of the component whereas we tend to have such a feature within the component means when there a break-down then another connection needs to be taken immediately without extra efforts for upper layer. for example camel-kafka has such a feature (retry mechanism) | Claus Ibsen: Claus Ibsen added a comment - 27/Jul/23 17:24 its a suggestion what you can do today. And as said above, you are welcome to work on improving the source code and send PR. Also your description is a bit vague. Is it the consumer or producer side (Camel has error handler for retry on producer), and what exception/error do you see, do you have stacktraces. And have you researched the aws kinesis client java api what it documents about fault tolerance. | Hamed Hatami: Hamed Hatami added a comment - 27/Jul/23 17:51 - edited davsclaus For the time being , I've solved my problem by stopping and starting the camel routes and in general I suppose, connection can be used for both consumer and producer parts and if we improve the connection part then both functionalities can utilize the same features of connection. my issue is in Kinesis consumer part when the connection is dropped then it won't get back to life. I'll work on the user-story on my own for sure"
https://issues.apache.org/jira/browse/CAMEL-18592,Improvement,Open,Major,Unresolved,None,Future,None,Unknown,Unassigned,Luca Burgazzoli,06/Oct/22 10:36,26/Jul/23 05:47,"As today, there is no naming convention for headers so each component is free to define them, as a result we have as example: CamelAwsS3BucketName kafka.TOPIC Naming is also relevant for the header filter strategy that usually remove any header that has Camel as a prefix. We should probably define some better rules like: headers starting with camel.* are used to carry any camel specific attribute headers starting with the scheme of the component, ${scheme}.*, are meant to carry any system specific attribute metadata required for additional internal processing logic should be set as exchange properties ( https://issues.apache.org/jira/browse/CAMEL-18591 ) given the two header above, they would be translated into something like: headers: aws-s3.bucket.name kafka.topic properties: camel.aws-s3.bucket.name",
https://issues.apache.org/jira/browse/CAMEL-18591,Improvement,Open,Major,Unresolved,None,Future,None,Unknown,Unassigned,Luca Burgazzoli,06/Oct/22 09:50,26/Jul/23 05:47,"Some components rely on header values to react to exchange completion, as example the AWS S3 component, uses the bucked name and key to delete or move buckets on completion [1] . As headers are often manipulated by users and may affect other downstream processing logic, it would be better to move such information to the exchange properties. For backward compatibility we could add a double lookup like: var name = exchange.getProperty(AWS2S3Constants.BUCKET_NAME, String .class); if (name == null ) { name = exchange.getMessage().getHeader(AWS2S3Constants.BUCKET_NAME, String .class); } [1] https://github.com/apache/camel/blob/2263301d9701d4ddfe306ea52aa05deffdd7b0b9/components/camel-aws/camel-aws2-s3/src/main/java/org/apache/camel/component/aws2/s3/AWS2S3Consumer.java#L314-L315",
https://issues.apache.org/jira/browse/CAMEL-16977,New Feature,Open,Major,Unresolved,None,Future,camel-core,Unknown,Unassigned,Claus Ibsen,15/Sep/21 08:51,24/Jul/23 18:28,"We should have some logic in camel-support / camel-core that allows to determine if an exception is transient or business. A transient is a networking error, where you may want to try again in a bit later. A business error is UserNotFoundException or something of that sorts. We could have some shared logic in camel-support that attempts to categorize a Exception. And allow end users to plugin custom logic if needed. This can be used in health-checks to determine if a Camel app is healthy or not.",
